0.297959,0.474801,0.448468,0.024768,0.598886,0.038997,0.119777,0.00625,0.424702
0.297959,0.480106,0.214485,0.021672,0.398329,0.030641,0.902507,0.009375,0.458288
0.297959,0.482759,0.247911,0.037152,0.311978,0.041783,0.033426,0.021875,0.528711
0.297959,0.482759,0.51532,0.012384,0.724234,0.02507,0.278552,0.003125,0.629469
0.297959,0.469496,0.211699,0.077399,0.256267,0.08078,0.169916,0.0625,0.670639
0.297959,0.458886,0.220056,0.074303,0.247911,0.072423,0.172702,0.0625,0.703142
0.297959,0.453581,0.239554,0.06192,0.256267,0.064067,0.208914,0.05625,0.698808
0.297959,0.450928,0.292479,0.043344,0.348189,0.050139,0.228412,0.03125,0.705309
0.297959,0.450928,0.259053,0.012384,0.350975,0.016713,0.038997,0.00625,0.627302
0.297959,0.450928,0.401114,0.037152,0.465181,0.047354,0.320334,0.01875,0.409534



