0.297959,0.474801,0.448468,0.024768,0.598886,0.038997,0.119777,0.00625,0.424702
0.297959,0.480106,0.214485,0.021672,0.398329,0.030641,0.902507,0.009375,0.458288
0.297959,0.482759,0.247911,0.037152,0.311978,0.041783,0.033426,0.021875,0.528711
0.297959,0.482759,0.51532,0.012384,0.724234,0.02507,0.278552,0.003125,0.629469
0.297959,0.469496,0.211699,0.077399,0.256267,0.08078,0.169916,0.0625,0.670639
0.297959,0.458886,0.220056,0.074303,0.247911,0.072423,0.172702,0.0625,0.703142
0.297959,0.453581,0.239554,0.06192,0.256267,0.064067,0.208914,0.05625,0.698808
0.297959,0.450928,0.292479,0.043344,0.348189,0.050139,0.228412,0.03125,0.705309
0.297959,0.450928,0.259053,0.012384,0.350975,0.016713,0.038997,0.00625,0.627302
0.297959,0.450928,0.401114,0.037152,0.465181,0.047354,0.320334,0.01875,0.409534
0.293878,0.464191,0.292479,0.049536,0.350975,0.052925,0.256267,0.028125,0.453954
0.293878,0.477454,0.32312,0.055728,0.398329,0.072423,0.289694,0.034375,0.483207
0.293878,0.482759,0.395543,0.034056,0.557103,0.050139,0.259053,0.021875,0.383532
0.293878,0.490716,0.417827,0.040248,0.481894,0.05571,0.325905,0.025,0.352113
0.293878,0.498674,0.250696,0.04644,0.278552,0.050139,0.222841,0.040625,0.482124
0.297959,0.498674,0.253482,0.021672,0.467967,0.030641,0.072423,0.0125,0.59805
0.297959,0.490716,0.214485,0.052632,0.253482,0.058496,0.153203,0.025,0.647887
0.297959,0.477454,0.29805,0.058824,0.32312,0.064067,0.264624,0.046875,0.661972
0.293878,0.466844,0.303621,0.027864,0.331476,0.033426,0.272981,0.01875,0.599133
0.293878,0.466844,0.278552,0.06192,0.339833,0.066852,0.253482,0.046875,0.624052
0.293878,0.466844,0.281337,0.058824,0.29805,0.061281,0.250696,0.05,0.589382
0.293878,0.466844,0.267409,0.043344,0.331476,0.050139,0.24234,0.03125,0.615385
0.293878,0.466844,0.401114,0.021672,0.557103,0.027855,0.208914,0.009375,0.582882
0.293878,0.469496,0.286908,0.049536,0.373259,0.047354,0.220056,0.040625,0.487541
0.293878,0.474801,0.236769,0.083591,0.245125,0.083565,0.225627,0.075,0.658722
0.293878,0.472149,0.236769,0.080495,0.286908,0.08078,0.194986,0.05625,0.673889
0.293878,0.469496,0.228412,0.089783,0.253482,0.091922,0.189415,0.071875,0.690141
0.293878,0.464191,0.239554,0.089783,0.261838,0.089136,0.18663,0.065625,0.698808
0.293878,0.458886,0.214485,0.077399,0.253482,0.08078,0.178273,0.05625,0.703142
0.293878,0.456233,0.253482,0.06192,0.286908,0.064067,0.197772,0.04375,0.619718
0.293878,0.458886,0.250696,0.04644,0.289694,0.047354,0.222841,0.0375,0.664139
0.293878,0.461538,0.220056,0.089783,0.233983,0.091922,0.203343,0.078125,0.660888
0.293878,0.464191,0.200557,0.080495,0.214485,0.08078,0.178273,0.075,0.617551
0.293878,0.464191,0.231198,0.089783,0.239554,0.086351,0.220056,0.078125,0.68039
0.293878,0.466844,0.245125,0.068111,0.272981,0.064067,0.220056,0.0625,0.672806
0.293878,0.466844,0.261838,0.071207,0.275766,0.069638,0.239554,0.046875,0.638137
0.293878,0.469496,0.284123,0.049536,0.328691,0.05571,0.250696,0.0375,0.60455
0.293878,0.474801,0.225627,0.071207,0.253482,0.072423,0.214485,0.059375,0.612134
0.293878,0.477454,0.233983,0.065015,0.259053,0.064067,0.206128,0.053125,0.613218
0.293878,0.477454,0.225627,0.080495,0.245125,0.077994,0.189415,0.04375,0.614301
0.293878,0.477454,0.239554,0.077399,0.259053,0.089136,0.211699,0.065625,0.659805
0.293878,0.474801,0.236769,0.077399,0.250696,0.075209,0.222841,0.06875,0.622969
0.293878,0.477454,0.236769,0.071207,0.264624,0.075209,0.214485,0.05625,0.626219
0.293878,0.477454,0.236769,0.068111,0.256267,0.061281,0.200557,0.05625,0.583965
0.293878,0.480106,0.222841,0.049536,0.259053,0.050139,0.197772,0.040625,0.611051
0.289796,0.480106,0.211699,0.089783,0.214485,0.083565,0.208914,0.084375,0.611051
0.289796,0.480106,0.250696,0.074303,0.286908,0.08078,0.21727,0.059375,0.655471
0.293878,0.480106,0.250696,0.086687,0.261838,0.08078,0.236769,0.071875,0.669556
0.289796,0.474801,0.272981,0.049536,0.300836,0.047354,0.256267,0.040625,0.619718
0.289796,0.472149,0.284123,0.037152,0.331476,0.038997,0.256267,0.03125,0.549296
0.289796,0.474801,0.272981,0.03096,0.317549,0.027855,0.236769,0.021875,0.56013
0.289796,0.480106,0.214485,0.040248,0.222841,0.041783,0.203343,0.034375,0.561213
0.289796,0.482759,0.225627,0.055728,0.250696,0.061281,0.192201,0.04375,0.592633
0.289796,0.485411,0.206128,0.068111,0.231198,0.066852,0.192201,0.0625,0.624052
0.289796,0.482759,0.211699,0.065015,0.24234,0.069638,0.167131,0.05,0.648971
0.289796,0.477454,0.245125,0.043344,0.275766,0.044568,0.21727,0.034375,0.643554
0.289796,0.474801,0.256267,0.055728,0.286908,0.058496,0.214485,0.04375,0.596966
0.289796,0.474801,0.289694,0.04644,0.325905,0.047354,0.228412,0.0375,0.618635
0.285714,0.474801,0.253482,0.034056,0.303621,0.030641,0.214485,0.028125,0.566631
0.285714,0.477454,0.231198,0.021672,0.281337,0.022284,0.203343,0.015625,0.549296
